model,split,fold,crime_cat,n_cells,spearman_global,kendall_global,recall5,recall10,ndcg,pai10,pei10,nmae,smape,log_rmse,intra_spearman,intra_recall10,intra_ndcg,intra_pai,intra_n_districts,macro_intra_spearman,min_intra_spearman,macro_intra_recall10,min_intra_recall10,macro_intra_ndcg,min_intra_ndcg,macro_intra_pai,min_intra_pai
M2_osm,temporal_expanding,2020,secuestro,50065.0,0.06725904511029389,0.05649685088170073,0.37572254335260113,0.5491329479768786,0.3735031354725015,5.491329479768786,0.5491329479768786,19.296535048688277,1.9974162212900965,0.1379312325405299,0.0025488965293580775,0.10514705882352941,0.23032649891089055,1.0514705882352944,34.0,,,,,,,,
M2_osm,temporal_expanding,2020,__macro__,,,,,,,,,,,,,,,,,0.1916666623624576,0.0025488965293580775,0.2310762691880533,0.10514705882352941,0.4988604083638051,0.23032649891089055,2.310762691880533,1.0514705882352944
M3_hist_kde,temporal_expanding,2020,robo_hurto_callejero,51160.0,0.5679352311066531,0.4688681328117696,0.5026104023552502,0.771540726202159,0.8776361588601522,7.715407262021589,0.8574731698804642,26.657507504841593,1.948733299676072,1.5239816571270872,0.3083999123949493,0.28239076066999114,0.7083285860610083,2.8239076066999123,44.0,,,,,,,,
M3_hist_kde,temporal_expanding,2020,extorsion,50065.0,0.07500337249108838,0.06244205698435363,0.3974358974358974,0.5641025641025641,0.48414658981132425,5.6410256410256405,0.5641025641025641,33.39604529653281,1.9964584527991276,0.18957652217039736,0.026938890853994216,0.21850198412698413,0.31735951836070464,2.1850198412698414,32.0,,,,,,,,
M3_hist_kde,temporal_expanding,2020,estafa,50139.0,0.26896345507084596,0.22345983063612998,0.6044634377967711,0.8095916429249762,0.7805775031117015,8.095916429249762,0.8095916429249762,182.848997380026,1.9923576350231726,1.503209812205496,0.08241845884128926,0.19524084569440459,0.5062391609176374,1.9524084569440459,42.0,,,,,,,,
M3_hist_kde,temporal_expanding,2020,violencia_familiar_sexual,51306.0,0.6121298149989135,0.5045603506340186,0.4628569022151099,0.723300766444875,0.8957960964877508,7.233007664448749,0.8311597183575697,23.574315326762644,1.9468641508258435,1.8697883500119599,0.3458997832477189,0.2877840996945853,0.7408236250354047,2.8778409969458525,44.0,,,,,,,,
M3_hist_kde,temporal_expanding,2020,secuestro,50065.0,0.0658980658833669,0.05499614097588049,0.4046242774566474,0.5606936416184971,0.37678867477895295,5.606936416184971,0.5606936416184971,19.586583220000453,1.9978380642936875,0.14021293497464266,0.0024053142149652196,0.15848730517848164,0.2297888044579772,1.5848730517848164,34.0,,,,,,,,
M3_hist_kde,temporal_expanding,2020,__macro__,,,,,,,,,,,,,,,,,0.15321247191058338,0.0024053142149652196,0.22848099907288938,0.15848730517848164,0.5005079389665464,0.2297888044579772,2.2848099907288937,1.5848730517848164
M4_temporal,temporal_expanding,2020,robo_hurto_callejero,51160.0,0.5678985478843934,0.4688350352517938,0.5016683022571148,0.7714622178606477,0.8784343543779843,7.714622178606477,0.8573859174592096,26.645393255486052,1.9487628249963356,1.523800565196047,0.3080508199481802,0.28168577457747573,0.7087650645057125,2.8168577457747577,44.0,,,,,,,,
M4_temporal,temporal_expanding,2020,extorsion,50065.0,0.07513579246355552,0.0625339891937136,0.3974358974358974,0.5641025641025641,0.4726615525282184,5.6410256410256405,0.5641025641025641,33.387792054157266,1.996464015494799,0.18947896485461466,0.018018654040612328,0.1939484126984127,0.30986680416979434,1.939484126984127,32.0,,,,,,,,
M4_temporal,temporal_expanding,2020,estafa,50139.0,0.2688969194939968,0.22342052335066143,0.6035137701804368,0.8095916429249762,0.784973538342982,8.095916429249762,0.8095916429249762,182.15471299240056,1.992337656166495,1.5028699948267132,0.0881299131929926,0.19043618254197497,0.5092355621102167,1.9043618254197496,42.0,,,,,,,,
M4_temporal,temporal_expanding,2020,violencia_familiar_sexual,51306.0,0.61266435979094,0.505655598028651,0.4633622504842921,0.7242482944495915,0.8957968604877385,7.242482944495914,0.8322485421858742,23.552215039511204,1.9469120467913477,1.8697098719471916,0.34839833616662125,0.28856410453643383,0.7417774803241646,2.885641045364338,44.0,,,,,,,,
M4_temporal,temporal_expanding,2020,secuestro,50065.0,0.06705181039839912,0.055963011058211304,0.4046242774566474,0.5606936416184971,0.3777128615344545,5.606936416184971,0.5606936416184971,19.595069003606305,1.997836744864213,0.14024744657146426,0.014186413611973243,0.1486833836098542,0.23600911226109672,1.486833836098542,34.0,,,,,,,,
M4_temporal,temporal_expanding,2020,__macro__,,,,,,,,,,,,,,,,,0.1553568273920759,0.014186413611973243,0.2206635715928303,0.1486833836098542,0.501130804674197,0.23600911226109672,2.2066357159283028,1.486833836098542
